,logFC,t,P.Value,adj.P.Val,B
WP_PPAR_ALPHA_PATHWAY,0.0113432899522983,1.15402229575377,0.248583170879657,0.35387207904386,-6.94538597420553
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,-0.00516636804140447,-1.15340949669896,0.248834448313265,0.354087876556824,-6.94609118951378
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.0135111104077999,1.15337782893464,0.248847438464835,0.354087876556824,-6.94612762292536
BIOCARTA_IL4_PATHWAY,-0.00918638595933624,-1.15243506039492,0.249234380468724,0.35454047488266,-6.9472118099062
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY,0.0117248128980191,1.15232802280085,0.249278338664515,0.35454047488266,-6.94733484750497
PID_LYSOPHOSPHOLIPID_PATHWAY,-0.00809540267998798,-1.14988552233865,0.250282898418796,0.355791578160348,-6.95013935048381
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION,-0.0122410019985311,-1.14985998408881,0.250293416795714,0.355791578160348,-6.95016864234525
BLALOCK_ALZHEIMERS_DISEASE_DN,0.00394362729028913,1.14973962116502,0.250342994538759,0.355791578160348,-6.95030668745867
BIOCARTA_MITR_PATHWAY,-0.0188939023381188,-1.14963903557679,0.250384431217696,0.355791578160348,-6.95042203872767
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE,-0.0156320178856544,-1.14890711752363,0.250686092393105,0.356139713085593,-6.95126109666018
IIZUKA_LIVER_CANCER_EARLY_RECURRENCE,0.00976323750474939,1.14765496074731,0.2512027591933,0.356793071532179,-6.95269530911155
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP,-0.00490541338432027,-1.14692176853753,0.251505634910824,0.357064179421327,-6.95353437748019
HAHTOLA_MYCOSIS_FUNGOIDES_UP,0.0120251166476334,1.14691783885305,0.251507258917775,0.357064179421327,-6.95353887318485
PILON_KLF1_TARGETS_UP,0.00182853750759288,1.14582115260589,0.251960768659214,0.357627242778492,-6.95479292142507
BIOCARTA_P27_PATHWAY,-0.0163748693256124,-1.14476478394027,0.252398145101179,0.358033609334378,-6.95599973361464
LEE_LIVER_CANCER_ACOX1_DN,0.010071507873888,1.14474408990617,0.252406718495569,0.358033609334378,-6.95602336369805
REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,-0.00838305092959168,-1.14471693942718,0.252417967058175,0.358033609334378,-6.95605436561372
KREPPEL_CD99_TARGETS_DN,-0.00906499833076196,-1.14445020488318,0.252528494937696,0.358109564684887,-6.95635889877505
WP_CELL_DIFFERENTIATION_INDEX_EXPANDED,-0.0147220226629137,-1.14430228360225,0.252589804225777,0.358115704840742,-6.95652775123107
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.00788661336702678,1.14344509018134,0.252945291563372,0.358538826674739,-6.9575058100076
HUMMERICH_BENIGN_SKIN_TUMOR_UP,-0.0125094034471402,-1.14274221659431,0.253237040888711,0.358871432240259,-6.95830724324909
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.00288518619729478,1.14032617478683,0.254241681385748,0.360183680795284,-6.96105831681362
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.0146409046096865,1.14023981262215,0.254277643864546,0.360183680795284,-6.96115654710074
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.0140999768159591,1.13995430005121,0.254396560714776,0.360270929268222,-6.96148124267502
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN,0.0185795354552771,1.13908651030392,0.25475823539172,0.360701849388818,-6.96246762690929
BIOCARTA_CK1_PATHWAY,0.00908318492962135,1.13652129814637,0.255829447958653,0.362136955049579,-6.96537901953913
KEGG_OLFACTORY_TRANSDUCTION,-0.00184292524600366,-1.1363255369876,0.255911324697685,0.362171284783821,-6.96560092971999
WP_OMEGA3OMEGA6_FA_SYNTHESIS,0.0100885346802196,1.13554334053878,0.25623865869171,0.362405852311315,-6.96648722776993
WEBER_METHYLATED_LCP_IN_FIBROBLAST_UP,0.00136305657924407,1.13552692226098,0.256245532537783,0.362405852311315,-6.96650582460303
BORCZUK_MALIGNANT_MESOTHELIOMA_UP,0.0041431171611524,1.13551611590447,0.256250056908748,0.362405852311315,-6.9665180647178
REACTOME_TRANSLATION,-0.0208194055172687,-1.13424218797413,0.256783810053818,0.363079020514791,-6.96796019837587
REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A,0.0195240963795327,1.13388627799817,0.256933067913223,0.363208351739677,-6.96836281260516
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,-0.0235064005566428,-1.13243495024301,0.257542334536529,0.363987760863972,-6.97000328366867
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN,0.00192773830602033,1.13149983241323,0.257935427317828,0.364461367062174,-6.97105915804223
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN,-0.0115859053152105,-1.13061936803953,0.258305925920179,0.364902842078742,-6.97205252468452
REACTOME_ABC_TRANSPORTER_DISORDERS,0.0111312353815362,1.12970773687795,0.258689928271305,0.365363190828124,-6.97308024051913
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP,0.0092390234149789,1.12852599775936,0.259188295858621,0.365949712731073,-6.97441122637308
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP,-0.00524825558100739,-1.12844694484728,0.259221658087309,0.365949712731073,-6.97450021353776
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,0.00168392854915878,1.12569307403161,0.260385715728215,0.367510492555992,-6.97759626421696
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,0.0123610992542894,1.12536604160712,0.260524191928279,0.367623382637907,-6.97796342968327
BIOCARTA_BOTULIN_PATHWAY,-0.019816182949014,-1.12511095049299,0.260632241213213,0.367693296526385,-6.97824975128584
SUMI_HNF4A_TARGETS,-0.00671487851556035,-1.12460185779099,0.26084797099938,0.367915057839116,-6.97882097770489
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON,0.00337268857676631,1.1242830908074,0.260983112498188,0.368023078763992,-6.97917851803724
JIANG_AGING_HYPOTHALAMUS_DN,-0.0126378976924684,-1.12411609287962,0.261053930727853,0.368040366672175,-6.97936578839871
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP,-0.00741222346188269,-1.12327132250848,0.261412373289804,0.368463055870468,-6.98031268232605
REACTOME_PERK_REGULATES_GENE_EXPRESSION,-0.00757056770471798,-1.12203198177559,0.261938850873384,0.369122349268883,-6.98170055873183
REACTOME_CRISTAE_FORMATION,0.0186212434321095,1.12165854724104,0.26209763117429,0.369263306866266,-6.98211844947365
ABDELMOHSEN_ELAVL4_TARGETS,-0.0117482017529378,-1.12073700727236,0.262489744558534,0.369732865206272,-6.98314910118244
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN,-0.00214295764061401,-1.1204916429861,0.262594214857779,0.36979714102199,-6.983423374294
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,-0.00560055914610147,-1.12006751967909,0.262774864249005,0.369968642877464,-6.98389732631814
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN,0.00645336111308407,1.11990925585147,0.262842296502246,0.369980701795435,-6.98407413805976
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN,0.00200048679132186,1.11942761984801,0.263047583073748,0.370186757639611,-6.98461206637143
WP_NUCLEOTIDE_EXCISION_REPAIR,-0.00352452204482023,-1.11918253761391,0.263152086390131,0.37025092074367,-6.9848857043948
KEGG_WNT_SIGNALING_PATHWAY,-0.00329926502226521,-1.11883467623098,0.263300464060412,0.37032068792112,-6.9852739941062
PID_ECADHERIN_NASCENT_AJ_PATHWAY,-0.00686223912845513,-1.11879002145245,0.263319515404851,0.37032068792112,-6.98532382991277
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP,0.00380177788391617,1.11850606243759,0.263440684865121,0.370408211270087,-6.98564068850014
TCGA_GLIOBLASTOMA_COPY_NUMBER_UP,-0.00377190046766995,-1.11713295245667,0.264027154029962,0.371135309815762,-6.98717175351056
WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING,-0.00890634722874879,-1.11701888994928,0.264075911773442,0.371135309815762,-6.98729885260913
BROWNE_HCMV_INFECTION_1HR_UP,-0.00793306585714085,-1.11310025809627,0.265754763970917,0.373411288074494,-6.99165748311552
LANDIS_BREAST_CANCER_PROGRESSION_UP,0.00849891757560334,1.11277593174115,0.265894043236988,0.373523482732335,-6.99201754027937
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,0.00347175309083475,1.11247535359764,0.266023168914805,0.373621366844592,-6.99235113930277
ZHAN_MULTIPLE_MYELOMA_UP,-0.00337307626515615,-1.11137684747908,0.266495444606004,0.374064354860143,-6.99356955907738
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,0.00891204485142733,1.11134460722406,0.26650931422417,0.374064354860143,-6.99360530053262
REACTOME_GABA_RECEPTOR_ACTIVATION,-0.0103277982339021,-1.11132643274537,0.266517133025254,0.374064354860143,-6.99362544825141
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN,-0.0177098666872753,-1.11076717260887,0.266757808250656,0.374318558797807,-6.9942452674675
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3,0.0110312526465302,1.11048630530652,0.266878734710924,0.374404653495125,-6.99455643069114
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,-0.00680511961329455,-1.1102430504924,0.266983497723571,0.374430969293447,-6.99482586079604
REACTOME_REGULATION_OF_BACH1_ACTIVITY,-0.0270089431133677,-1.11005861197659,0.267062949069356,0.374430969293447,-6.99503010639872
LU_TUMOR_ANGIOGENESIS_UP,-0.00961849001131809,-1.10999762442771,0.267089224507961,0.374430969293447,-6.99509763601894
REACTOME_MITOCHONDRIAL_BIOGENESIS,-0.00904642406578163,-1.1098895424024,0.26713579416258,0.374430969293447,-6.99521730278484
BOYLAN_MULTIPLE_MYELOMA_PCA3_UP,0.00507340239027454,1.10931582680036,0.267383086406009,0.374694024094039,-6.99585231699465
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP,0.00785253499933652,1.10869281249753,0.26765180647353,0.374986982542607,-6.99654152566533
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.0128819644807493,1.10809767490042,0.267908676079109,0.375263211312057,-6.99719953448448
PID_ALPHA_SYNUCLEIN_PATHWAY,-0.0120658010830048,-1.10769085009898,0.268084364782012,0.375425631161976,-6.99764913372598
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP,0.00109842485981235,1.10705516169258,0.268359047561331,0.375726579176424,-6.99835132952464
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,0.00167200779164578,1.10663509783766,0.268540664455486,0.375897121626443,-6.9988151205551
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN,-0.00553907812928109,-1.10630474342681,0.2686835542982,0.375985502934967,-6.99917974015963
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,-0.0240528863668776,-1.10602444096194,0.268804835880524,0.375985502934967,-6.99948903100238
ZHAN_V1_LATE_DIFFERENTIATION_GENES_UP,-0.015091686306222,-1.10601771383672,0.268807747042595,0.375985502934967,-6.9994964528725
PRAMOONJAGO_SOX4_TARGETS_DN,0.011284226323008,1.10593603631815,0.268843094700038,0.375985502934967,-6.99958656205181
TIEN_INTESTINE_PROBIOTICS_2HR_DN,0.00307274341257852,1.10460056968947,0.269421498791755,0.376631918174098,-7.00105894722617
BHAT_ESR1_TARGETS_VIA_AKT1_DN,0.00263133918411085,1.10445865455388,0.269483013853127,0.376631918174098,-7.00121530770734
REACTOME_PROSTANOID_LIGAND_RECEPTORS,0.0113219763965134,1.10445388532255,0.269485081309295,0.376631918174098,-7.00122056204343
REACTOME_SIGNAL_ATTENUATION,0.00898992274922283,1.10407770573548,0.269648189021828,0.37677609337532,-7.00163493351567
BECKER_TAMOXIFEN_RESISTANCE_UP,0.00620467821821286,1.10383644452799,0.269752833132634,0.376838532171284,-7.00190061469203
AMIT_SERUM_RESPONSE_20_MCF10A,-0.012773643515162,-1.10322768388746,0.270016999531369,0.377123742678812,-7.00257073496985
PID_FCER1_PATHWAY,0.00805953798288014,1.10138247934554,0.270818794282416,0.378106214518821,-7.0045996691373
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN,0.0061288148901566,1.10133198103565,0.270840760185161,0.378106214518821,-7.00465514792798
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.010158950561409,1.10085190323594,0.27104964684429,0.378313797560818,-7.00518244726848
PID_EPHRINB_REV_PATHWAY,-0.0079426191447369,-1.10037400897453,0.271257693088672,0.378520115688789,-7.00570712014042
ROSS_AML_WITH_AML1_ETO_FUSION,-0.00460610937479541,-1.09973230815872,0.271537222910573,0.37882607014272,-7.00641127570611
BOYLAN_MULTIPLE_MYELOMA_C_D_UP,0.00465722035875771,1.09860655943058,0.27202808446957,0.379426655768142,-7.00764559848262
HONMA_DOCETAXEL_RESISTANCE,0.0204856261743577,1.09837529654259,0.272128997504798,0.379483192659786,-7.00789900937119
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN,0.00371637842168016,1.09749951344693,0.272511383403802,0.379932130588486,-7.00885818286307
REACTOME_INTERLEUKIN_15_SIGNALING,0.0086773044429555,1.09733401239121,0.272583686060802,0.37994865089646,-7.00903935672964
RAY_TARGETS_OF_P210_BCR_ABL_FUSION_UP,-0.00754438344445651,-1.09485280111034,0.27366923035611,0.381377186870987,-7.01175226387372
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,0.00199581912221325,1.09423010054295,0.273942128916,0.381672861945701,-7.01243214907145
REACTOME_PARASITE_INFECTION,0.0107947049952059,1.09397765392642,0.274052816646351,0.381682962539044,-7.01270766858445
ZHAN_MULTIPLE_MYELOMA_CD2_UP,-0.00903016830762276,-1.09393656154346,0.274070836903533,0.381682962539044,-7.012752510682
HATADA_METHYLATED_IN_LUNG_CANCER_DN,0.00240377459649355,1.09373042410498,0.274161246650849,0.381724287815815,-7.01297743293699
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.0111308933507071,1.09341173940875,0.274301058578369,0.381834363934673,-7.01332507526197
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI,0.0128105477674002,1.09270002953479,0.274613472671805,0.382184604903077,-7.01410108995015
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_DN,-0.00898690854347611,-1.09192042094138,0.274955970696383,0.382528634839189,-7.01495055876037
RIZKI_TUMOR_INVASIVENESS_3D_UP,0.0047785252746767,1.09186029328207,0.274982398123064,0.382528634839189,-7.01501604925692
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN,0.00975790480742228,1.09097796510607,0.275370400266221,0.382946250307942,-7.0159766586149
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,-0.00714969897779032,-1.0908010256656,0.275448254026133,0.382946250307942,-7.01616920292139
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,-0.00124312792512876,-1.09076207728792,0.275465393419603,0.382946250307942,-7.0162115820929
WP_LEPTIN_SIGNALING_PATHWAY,-0.00351273359487969,-1.08903931929845,0.276224228574512,0.383916248693234,-7.01808457782906
WP_AMINO_ACID_METABOLISM,0.00442603834054861,1.08868548741452,0.276380259729905,0.384048183153317,-7.01846890039205
GALIE_TUMOR_ANGIOGENESIS,-0.0122867941223916,-1.08760008070806,0.276859272430948,0.384628763755196,-7.0196470610844
BIOCARTA_IGF1_PATHWAY,-0.00974672151329575,-1.08608904232073,0.277527067384414,0.385471296908517,-7.02128527076001
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,0.00116202748908562,1.08530789142601,0.277872722680349,0.385866120646485,-7.02213127214449
YIH_RESPONSE_TO_ARSENITE_C1,0.00868275249054623,1.0847461318819,0.27812147962989,0.386067294787396,-7.02273929252433
BIOCARTA_IRES_PATHWAY,-0.0165535923698201,-1.08470331204107,0.278140447223123,0.386067294787396,-7.02278562567233
WACKER_HYPOXIA_TARGETS_OF_VHL,-0.0102465176213524,-1.08447837579773,0.278240100062572,0.386120341994538,-7.02302898759927
GEORGES_TARGETS_OF_MIR192_AND_MIR215,-0.000682544835753307,-1.08397010120547,0.278465368986667,0.386347647700045,-7.02357871184575
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP,0.0116057566456013,1.08366072261359,0.278602547344569,0.38645266167747,-7.02391319410596
WONG_ENDOMETRIAL_CANCER_LATE,0.00290565420014788,1.0820895473172,0.279299915893467,0.387334503837256,-7.02561038552933
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_DN,-0.0093642455959711,-1.08139238972819,0.279609730394634,0.387678613617974,-7.0263626705239
WANG_TARGETS_OF_MLL_CBP_FUSION_DN,0.00534213766838959,1.08093022440371,0.279815243902617,0.387851270516643,-7.02686111432181
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_UP,-0.0128961129766029,-1.08083482401649,0.27985767888512,0.387851270516643,-7.02696397681915
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0.0134106272759152,1.08058441108837,0.279969085708663,0.387920128677017,-7.02723393360525
RIGGI_EWING_SARCOMA_PROGENITOR_DN,-0.00557470966264992,-1.0803823848583,0.280058987627874,0.387959166242272,-7.02745168172597
MOOTHA_GLYCOLYSIS,0.0125848640935022,1.07971269366743,0.280357141369626,0.388151667522863,-7.02817319803479
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,0.0066437444107677,1.07968215398158,0.280370743108429,0.388151667522863,-7.02820609042503
WP_VITAMIN_D_METABOLISM,0.0110334625085285,1.07953023342675,0.280438412017879,0.388151667522863,-7.02836970076179
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,-0.0105577153461821,-1.07951548107242,0.280444983646988,0.388151667522863,-7.0283855870352
BAKER_HEMATOPOESIS_STAT1_TARGETS,0.0131990663911344,1.07761910648775,0.281290619954696,0.389236359844841,-7.03042591758182
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.00862303445895551,1.07733580835892,0.281417097492298,0.389325656557141,-7.03073041344616
PEDRIOLI_MIR31_TARGETS_DN,-0.00233823100101332,-1.07652139145815,0.281780906317188,0.38974317698141,-7.03160532340623
WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHABETA_COMPLEX,-0.00745426462743426,-1.0761011982852,0.281968735928824,0.389917162885073,-7.03205646903665
PID_MET_PATHWAY,0.003533301127772,1.07460092216501,0.282640064136507,0.39072082334167,-7.03366582320909
REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.00248462581463732,1.07448287025989,0.282692934759257,0.39072082334167,-7.03379236290077
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN,0.00639859571405599,1.0743858194742,0.282736404862039,0.39072082334167,-7.03389638111447
STEIN_ESRRA_TARGETS,-0.00165350797360991,-1.07392251099663,0.282943988239032,0.390921733585912,-7.03439282184257
PID_LKB1_PATHWAY,-0.0067345441351101,-1.07328254987388,0.283230889974986,0.391232119448965,-7.03507819616622
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN,-0.00280069162802998,-1.07301361754315,0.283351514171567,0.391312737105757,-7.03536609077
DORN_ADENOVIRUS_INFECTION_32HR_DN,0.0111987887300524,1.07207989524027,0.283770586819324,0.391805390632568,-7.03636508966534
SMITH_TERT_TARGETS_UP,0.00240049839180073,1.07034662795837,0.284549623406608,0.392778343647854,-7.03821722593766
DAZARD_UV_RESPONSE_CLUSTER_G3,0.0121187394289713,1.07023409880243,0.284600250910474,0.392778343647854,-7.03833736892379
REACTOME_G0_AND_EARLY_G1,0.00825256316727474,1.06984046483959,0.284777397026605,0.392934368870588,-7.03875753723564
BRUINS_UVC_RESPONSE_EARLY_LATE,-0.00109358384333663,-1.06970507636138,0.284838342812155,0.392934368870588,-7.03890201637669
WANG_METASTASIS_OF_BREAST_CANCER,0.00957547362358049,1.06916707930134,0.285080612048118,0.393182279289537,-7.03947595670811
LEIN_MEDULLA_MARKERS,0.00795311493435419,1.06777638149856,0.285707512825046,0.393960447149059,-7.04095822942488
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN,-0.0144055169952208,-1.06719414906402,0.285970249045731,0.394236239362232,-7.04157822829938
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,0.00775235658840306,1.06667305565118,0.28620553435477,0.394474075311344,-7.04213283583295
AMUNDSON_DNA_DAMAGE_RESPONSE_TP53,0.0101133971994526,1.06598622870798,0.286515851886954,0.394815200418659,-7.04286342256473
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,-0.0132999996246212,-1.06584172201093,0.286581170869651,0.394818645093326,-7.04301707634033
MADAN_DPPA4_TARGETS,0.00180957131971826,1.06553660981993,0.28671911875633,0.394922126097641,-7.04334143334775
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,0.010374489945055,1.06442367186828,0.287222682525092,0.395458455635458,-7.04452378280151
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,-0.0213532603243408,-1.06439791491552,0.287234343671577,0.395458455635458,-7.0445511315416
WP_HIJACK_OF_UBIQUITINATION_BY_SARSCOV2,-0.0151977154383802,-1.06329717041289,0.287732991107056,0.396058223632905,-7.04571928436769
IVANOV_MUTATED_IN_COLON_CANCER,-0.0119386018947197,-1.06184573269986,0.288391398462954,0.396833875019015,-7.04725776022444
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN,0.0034839307852163,1.06177661989678,0.288422775033709,0.396833875019015,-7.04733096512839
YAMAZAKI_TCEB3_TARGETS_DN,-0.00799127565374769,-1.06158142483588,0.288511404213108,0.396868937509166,-7.04753769178222
WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION,0.00924489664547028,1.06030368483591,0.289092021333613,0.397580602643711,-7.04888997918296
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,-0.0131213412555865,-1.06002787435755,0.289217455505525,0.397666092288826,-7.04918166776179
REACTOME_INTERLEUKIN_2_SIGNALING,0.00268060281676508,1.05914613354091,0.28961870310838,0.398130697514472,-7.05011366071273
LU_EZH2_TARGETS_UP,0.00323613208789614,1.05757158212193,0.290336155629417,0.399029682512768,-7.05177602130265
BROWNE_HCMV_INFECTION_14HR_UP,-0.00229424096535552,-1.05583306640523,0.291129708236325,0.400032841334785,-7.05360861939854
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,-0.00770904025421823,-1.05554240380057,0.29126252461355,0.400127861682221,-7.05391471768302
JIANG_VHL_TARGETS,0.00410880152910481,1.05527744099424,0.29138363314381,0.4002042100456,-7.05419367800257
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,-0.00489387584318876,-1.05514222021859,0.291445452566223,0.4002042100456,-7.05433601528095
REACTOME_ZINC_TRANSPORTERS,0.00733051468089235,1.05480307264309,0.291600540823451,0.400329707093794,-7.05469293159086
HOOI_ST7_TARGETS_UP,0.00690901912779632,1.05338929067807,0.29224764473801,0.401130475470276,-7.05617954971928
KORKOLA_EMBRYONAL_CARCINOMA_DN,0.00365505698213681,1.05234741453375,0.292725140388193,0.401698145707378,-7.05727382676493
ROZANOV_MMP14_TARGETS_DN,0.00574770258251056,1.05204745539837,0.292862709865831,0.401799199193789,-7.05758867166314
KEGG_PROTEIN_EXPORT,0.0134479208498655,1.05159887446196,0.293068522390342,0.401983014494673,-7.05805934650756
REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS,0.00127803568481277,1.05147667117005,0.293124607069067,0.401983014494673,-7.05818753390001
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP,-0.0115745314605058,-1.04962366641692,0.293975918881745,0.403062532759984,-7.06012945312985
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-0.00390733224112294,-1.04751675270358,0.294945895685481,0.404304243049782,-7.06233330652697
WP_SIMPLIFIED_INTERACTION_MAP_BETWEEN_LOXL4_AND_OXIDATIVE_STRESS_PATHWAY,0.0113095053651644,1.0463754463426,0.295472222909711,0.40492042106209,-7.0635252769865
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.00895275517146887,1.04626268224919,0.295524259572284,0.40492042106209,-7.06364297634441
LEE_DOUBLE_POLAR_THYMOCYTE,0.00246058436329988,1.04506890640618,0.296075521680565,0.405587326452125,-7.06488822192494
HU_ANGIOGENESIS_DN,0.0118525347392697,1.04483511801322,0.296183561120869,0.405646912539695,-7.06513192377716
DANG_MYC_TARGETS_UP,0.0161417722098539,1.04420687625362,0.296474018047024,0.405956253469618,-7.06578653529807
COLINA_TARGETS_OF_4EBP1_AND_4EBP2,0.00197941644136362,1.04329574222471,0.296895604083424,0.406444973135335,-7.06673521411412
WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME,0.0107604981455364,1.04301096935785,0.297027452075739,0.406536919925091,-7.06703155177647
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_DN,0.00167756961474297,1.04260174607647,0.297216988384767,0.406707766600972,-7.06745725230887
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,0.00299364615555792,1.04193046907344,0.297528072944423,0.407044827700413,-7.06815519656586
STEIN_ESRRA_TARGETS_UP,-0.00168887950547952,-1.04143221703176,0.297759114651902,0.40727226019308,-7.06867295180606
KAYO_AGING_MUSCLE_UP,-0.00215141790437948,-1.04121700259837,0.29785894763418,0.407320166640736,-7.06889651389814
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,0.01445020583559,1.04062716893958,0.298132672468144,0.407605796489511,-7.06950898913665
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3,0.00589470852969154,1.0403545856795,0.298259227296539,0.407690135615213,-7.06979191871273
CHANGOLKAR_H2AFY_TARGETS_DN,-0.00572741714575309,-1.03847874399228,0.299131115650597,0.40879301192955,-7.07173695216061
KOINUMA_COLON_CANCER_MSI_UP,0.0112615665542035,1.0381679219626,0.299275749435803,0.408901757653048,-7.07205890032387
DORN_ADENOVIRUS_INFECTION_12HR_UP,0.0115305004929819,1.03707043052361,0.299786814881334,0.409511004461895,-7.07319490701417
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY,-0.0107766172272345,-1.03596873395563,0.300300423864371,0.41012346023198,-7.07433405880673
KIM_WT1_TARGETS_DN,-0.00144296723252069,-1.03481760926229,0.300837702728091,0.410767969073659,-7.0755230266158
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,-0.0136877176824743,-1.03463484482999,0.300923065569767,0.41079513707598,-7.0757116779015
